-5.41	-7.07	-
41.98	3.25	+
-34.73	-14.74	-
-69.24	81.28	+
82.72	80.27	+
39.72	-94.85	-
56.31	-65.16	-
0.91	83.23	+
-46.01	76.41	+
63.18	96.33	+
77.02	84.24	+
-92.56	41.74	-
-33.94	-57.31	-
-93.66	-18.68	-
97.61	13.33	+
78.9	-4.66	+
39.7	96.27	+
22.82	-77.77	-
-19.33	67.43	+
32.0	-89.45	-
-9.39	-35.05	-
1.33	30.13	+
-58.45	98.15	+
-97.09	-63.9	-
-23.73	-16.59	-
33.61	29.0	+
50.61	83.67	+
12.81	-70.79	-
-41.55	6.74	-
58.07	-80.66	-
34.59	-23.33	+
21.73	-88.18	-
-0.38	-97.85	-
9.83	37.11	+
40.8	-25.34	+
37.24	-68.99	-
81.83	96.81	+
-16.3	-54.26	-
91.26	-17.0	+
-5.7	50.26	+
66.41	35.38	+
66.03	83.23	+
28.52	84.86	+
-79.85	44.6	-
-71.36	29.7	-
88.81	-48.87	+
-71.14	39.52	-
-31.81	-67.11	-
-49.02	-0.51	-
82.32	36.09	+
-37.16	-20.18	-
-79.46	67.12	+
-19.02	-47.35	-
1.06	-63.41	-
-89.53	-45.6	-
67.0	-49.85	-
48.9	-17.26	+
59.44	-99.07	-
-84.04	-76.74	-
-59.32	-18.98	-
-53.43	17.07	-
-68.76	87.96	+
-51.17	-21.84	-
-63.9	-68.45	-
-61.36	63.51	+
-16.91	-41.6	-
-39.38	95.43	+
-28.13	27.84	+
17.93	4.76	+
-10.12	22.08	+
-59.13	43.6	+
41.9	-87.35	-
18.1	40.46	+
-9.29	85.5	+
-83.67	-3.76	-
-81.48	-43.07	-
14.1	30.02	+
-34.56	31.87	+
-16.29	90.64	+
-52.16	-9.17	-
-8.03	-91.12	-
-96.43	-12.89	-
80.1	70.72	+
70.46	-18.11	+
71.98	93.42	+
-83.45	-1.74	-
-59.79	-72.04	-
-47.78	-47.67	-
-16.06	-2.44	-
39.91	68.77	+
23.86	72.31	+
48.61	-68.96	-
-38.26	31.8	+
-24.77	-61.91	-
38.92	10.48	+
65.24	98.02	+
-13.39	28.55	+
-2.12	-89.87	-
-12.87	-2.27	-
41.97	51.24	+
56.73	-93.19	-
-24.75	13.84	-
-31.95	-41.86	-
79.78	-79.07	-
-50.15	33.11	+
63.16	78.66	+
-47.35	58.92	+
-74.08	70.71	+
-5.84	16.25	+
43.02	-57.37	-
-23.94	73.16	+
-25.14	-18.46	-
-32.13	-48.63	-
-4.01	23.74	+
-55.15	-4.17	-
-97.52	-83.67	-
-7.89	35.51	+
-7.27	52.21	+
-53.35	-42.09	-
88.95	39.19	+
8.2	-98.55	-
64.25	-70.23	-
-33.62	-46.82	-
30.42	-38.27	-
52.6	46.51	+
-1.97	-21.08	-
48.88	-60.38	-
-16.33	-35.71	-
-23.91	-20.24	-
38.73	99.99	+
-72.85	-45.02	-
-68.5	4.26	-
81.39	-10.69	+
94.81	-8.15	+
68.09	27.52	+
9.02	-86.72	-
49.51	24.01	+
-40.81	94.56	+
76.82	28.03	+
40.4	39.83	+
37.64	-92.48	-
66.06	-91.87	-
-71.46	-71.66	-
13.75	-67.88	-
25.4	-75.23	-
35.87	82.74	+
96.45	27.57	+
52.23	90.75	+
-45.71	42.82	+
-68.37	64.07	+
-13.45	-61.35	-
-20.0	-33.93	-
57.94	99.23	+
20.21	46.93	+
-53.51	-1.77	-
29.99	-19.82	+
-89.51	-37.3	-
54.58	-94.27	-
90.75	-37.12	+
-32.7	-70.58	-
7.32	-94.34	-
-79.7	50.91	-
17.41	-0.23	+
-10.1	94.95	+
60.34	-70.05	-
-73.02	76.01	+
47.47	57.91	+
1.57	-85.16	-
42.68	12.46	+
-85.43	-41.1	-
65.87	-83.95	-
6.56	88.66	+
-12.62	38.84	+
7.66	24.63	+
75.79	-83.78	-
19.76	-3.5	+
-5.8	13.61	+
2.5	-23.36	-
75.71	-46.03	+
-22.59	-22.74	-
49.5	-21.14	+
23.8	68.0	+
26.7	-52.48	-
33.32	13.67	+
5.67	0.7	+
-94.12	8.36	-
-35.76	34.14	+
-19.85	51.56	+
-41.35	88.01	+
64.43	-17.3	+
84.34	-45.82	+
-58.74	54.61	+
28.04	89.38	+
-62.6	2.24	-
-11.22	13.9	+
-76.42	-47.17	-
-18.71	-72.66	-
-69.26	17.08	-
-23.62	-4.27	-
42.02	16.87	+
37.01	-35.0	-
83.62	-19.73	+
-50.87	-84.02	-
-88.01	-66.07	-
90.88	18.23	+
-56.05	98.44	+
26.01	12.43	+
-90.66	-75.39	-
-47.35	-67.09	-
94.18	23.22	+
-63.53	30.16	-
2.38	-10.24	-
-23.56	32.17	+
-16.41	-94.42	-
85.45	-24.95	+
60.98	4.76	+
55.57	-57.66	-
19.89	42.19	+
-53.01	86.1	+
9.53	69.01	+
-84.85	90.19	+
7.42	43.1	+
33.25	-60.11	-
19.78	-18.05	-
69.9	-3.66	+
-45.14	96.56	+
-49.99	-68.57	-
-6.31	42.85	+
52.65	58.42	+
-80.24	27.8	-
35.7	-99.29	-
16.17	56.38	+
20.36	-85.51	-
67.7	57.77	+
37.55	-33.75	-
-47.46	50.26	+
-76.37	-5.7	-
-70.23	44.68	-
-33.52	62.2	+
64.64	-40.88	+
72.34	-1.24	+
-22.42	38.13	+
-2.91	72.67	+
-89.98	70.1	+
35.14	-5.27	+
-90.79	-54.08	-
99.76	-97.12	-
-25.76	73.46	+
9.91	-85.33	-
-95.15	-25.81	-
22.79	75.74	+
96.19	-11.61	+
-6.53	-76.95	-
-90.02	-82.32	-
88.54	26.47	+
-56.33	-78.27	-
19.28	30.44	+
36.04	36.15	+
25.46	40.5	+
-42.89	-63.46	-
26.81	49.93	+
-16.41	-9.91	-
-39.43	14.9	-
-9.7	-61.24	-
55.97	56.81	+
-45.07	-35.43	-
91.48	85.74	+
24.96	-45.65	-
80.8	-73.96	-
-29.65	-50.49	-
62.94	-67.08	-
-22.85	82.03	+
-69.25	-79.61	-
21.06	-98.61	-
-62.07	-3.48	-
-7.41	-45.39	-
-70.56	-82.54	-
0.73	-52.59	-
-48.74	45.29	+
94.83	94.26	+
-43.27	83.12	+
59.27	73.8	+
23.39	-78.33	-
-58.83	42.4	+
-80.24	20.72	-
-48.72	-35.2	-
42.37	76.68	+
63.09	-98.05	-
-91.05	42.13	-
75.82	-17.67	+
53.68	-63.52	-
89.56	5.82	+
62.12	-43.82	-
21.27	4.35	+
-76.06	61.13	+
16.39	-46.7	-
-25.47	-96.89	-
29.92	78.18	+
38.73	20.23	+
88.09	88.71	+
-45.21	90.42	+
37.12	-24.96	+
42.3	-43.44	-
74.55	79.59	+
13.47	-12.78	-
-11.13	-21.19	-
74.14	-25.65	+
23.77	41.66	+
23.8	-54.81	-
-11.51	37.08	+
-37.83	38.79	+
74.91	-46.92	+
57.3	34.58	+
74.13	-70.11	-
11.39	-80.77	-
-97.46	-65.14	-
99.19	-39.74	+
78.87	-5.27	+
-55.19	-34.91	-
-25.2	-58.58	-
-87.08	-29.42	-
80.74	-56.76	-
-31.15	-0.16	-
73.55	-45.9	+
-81.7	-37.62	-
-85.11	77.55	+
31.13	87.86	+
-69.46	94.64	+
80.61	35.57	+
-95.65	95.04	+
-31.23	-26.24	-
-92.71	88.69	+
-88.1	-47.9	-
-71.99	-71.91	-
36.68	21.15	+
-39.5	-12.5	-
4.38	-80.66	-
55.02	9.34	+
-58.0	-55.35	-
-96.01	39.68	-
93.91	17.61	+
-80.92	90.71	+
57.39	-50.83	-
-45.73	32.14	+
-31.81	94.27	+
-3.36	-54.42	-
-72.24	-82.43	-
-10.47	-19.86	-
-4.76	14.54	+
53.84	49.83	+
-30.65	15.66	-
1.07	-49.61	-
31.25	59.77	+
-65.94	74.23	+
30.12	71.08	+
-73.0	33.88	-
-61.98	-39.35	-
-82.58	2.51	-
25.69	-83.44	-
-72.84	7.12	-
-6.14	80.38	+
88.48	47.92	+
65.31	30.26	+
-86.0	75.01	+
15.02	-69.03	-
-81.21	44.11	-
-50.36	79.38	+
-64.37	-21.34	-
-67.96	-47.26	-
-38.71	21.52	-
-19.63	-92.43	-
-21.95	6.34	-
-82.73	63.72	+
88.68	2.91	+
-27.94	-88.96	-
83.18	50.23	+
11.75	96.64	+
-63.76	48.89	+
12.98	5.61	+
35.56	1.13	+
50.94	-20.04	+
-75.75	47.86	-
-28.46	79.72	+
76.88	-91.46	-
12.06	-1.33	+
-98.24	22.67	-
68.76	-97.03	-
-22.32	-91.8	-
-71.77	42.29	-
13.92	63.09	+
89.58	-60.58	-
-44.11	-75.88	-
-74.3	55.33	+
82.96	69.27	+
50.19	19.71	+
71.12	-16.29	+
-11.92	99.16	+
95.81	95.09	+
18.91	43.4	+
-74.81	-32.01	-
-45.02	-48.53	-
-6.35	-73.79	-
72.72	-27.63	+
13.01	-3.31	+
2.04	13.66	+
28.36	66.83	+
55.51	-11.31	+
-29.74	76.78	+
95.84	13.3	+
-43.52	-97.72	-
86.61	-54.66	+
14.13	2.59	+
23.74	-26.37	-
-66.35	82.88	+
-28.48	63.19	+
-90.38	94.34	+
31.15	-40.39	-
97.4	-1.84	+
21.03	32.65	+
-68.34	-78.26	-
-28.87	-27.27	-
34.75	61.27	+
-37.64	-52.16	-
84.52	66.43	+
18.21	-38.1	-
62.32	51.85	+
-90.74	59.78	-
-46.76	6.01	-
80.66	-69.66	-
43.67	78.97	+
-22.02	81.5	+
-24.11	32.98	+
-38.46	53.45	+
87.88	-14.86	+
30.11	-61.38	-
28.98	-64.24	-
4.99	76.3	+
93.39	91.47	+
-38.56	-25.63	-
32.39	-50.8	-
16.04	59.72	+
33.75	80.03	+
35.1	19.6	+
-77.62	4.12	-
40.67	67.33	+
11.16	-7.19	+
-74.24	6.47	-
9.49	-43.25	-
-90.76	5.15	-
58.83	8.86	+
-39.29	-34.52	-
47.1	-0.84	+
21.33	48.84	+
52.76	-99.13	-
15.78	-39.71	-
-15.75	79.75	+
13.25	17.9	+
67.72	-31.05	+
46.85	20.46	+
90.2	-58.18	+
-58.78	-80.09	-
-41.01	62.82	+
7.0	60.86	+
8.43	-10.98	-
-3.02	93.22	+
75.32	86.98	+
-95.89	-14.03	-
10.51	26.2	+
24.95	9.09	+
4.91	48.05	+
57.95	40.96	+
-50.22	-14.0	-
-57.94	38.62	+
17.52	79.87	+
-51.55	-72.95	-
-4.48	-14.24	-
97.42	8.62	+
-29.18	-44.63	-
-74.4	-3.77	-
51.98	98.1	+
-76.44	87.28	+
47.75	62.56	+
-92.8	49.9	-
2.66	79.32	+
79.37	-51.4	+
0.03	98.69	+
-59.6	-2.06	-
33.16	80.85	+
56.98	87.63	+
10.97	2.36	+
-72.12	-48.7	-
74.95	29.02	+
66.85	-60.1	-
-63.38	-71.24	-
37.4	2.87	+
32.74	67.33	+
85.8	62.91	+
-0.68	-69.39	-
-33.28	4.64	-
89.32	41.69	+
-81.54	31.3	-
54.64	86.83	+
91.25	-5.02	+
21.52	12.13	+
-44.72	-40.91	-
21.07	-22.95	-
-0.68	76.31	+
-21.13	-25.69	-
-48.84	-11.22	-
21.02	-46.77	-
-3.17	67.12	+
55.98	-85.77	-
-57.91	10.62	-
80.76	-52.58	+
-42.78	60.1	+
54.64	41.0	+
-72.38	73.25	+
12.84	-84.82	-
-66.08	4.24	-
-75.59	-36.01	-
42.06	52.85	+
-0.69	-65.04	-
90.99	8.41	+
-92.56	-44.93	-
-47.75	-77.97	-
28.79	17.59	+
69.89	-39.09	+
93.58	-98.64	-
49.42	11.77	+
-27.95	-68.78	-
-51.32	-18.04	-
27.4	-51.34	-
69.29	-59.0	-
-18.04	67.69	+
-20.81	-36.49	-
-87.4	52.38	-
-36.82	-73.36	-
34.61	44.22	+
42.76	63.61	+
-83.28	85.61	+
76.13	-90.85	-
-96.74	-34.64	-
75.54	-66.53	-
97.68	-53.21	+
-37.29	65.83	+
-22.53	4.33	-
-99.87	95.72	+
-60.51	-7.0	-
-10.45	49.49	+
32.48	50.31	+
-80.38	58.46	+
73.56	-31.98	+
-72.31	19.09	-
-32.56	-70.54	-
57.6	75.33	+
93.71	35.42	+
-78.86	68.53	+
-34.19	72.27	+
14.42	44.45	+
25.91	81.48	+
46.41	27.83	+
94.36	22.85	+
38.97	-22.62	+
-67.86	-20.81	-
82.76	-71.3	-
58.11	8.65	+
7.78	-50.55	-
-69.27	-54.17	-
45.56	-9.0	+
97.63	77.84	+
54.57	32.09	+
-25.04	8.6	-
45.62	-83.18	-
-60.16	74.86	+
-80.41	26.69	-
81.05	-92.22	-
-46.34	-12.34	-
-39.43	-99.3	-
35.64	-78.45	-
-0.04	-54.94	-
-90.04	82.96	+
-33.23	36.23	+
-8.27	63.82	+
26.71	75.8	+
1.49	-54.93	-
2.36	-6.6	-
-90.7	-96.4	-
36.28	72.72	+
-71.9	-52.73	-
95.27	39.56	+
-43.1	92.31	+
83.03	52.47	+
-46.87	-53.04	-
-62.16	-63.27	-
7.71	10.3	+
74.08	70.6	+
32.58	-88.78	-
96.35	-75.33	-
-61.18	-93.49	-
93.0	-61.24	+
90.1	-11.26	+
75.11	-33.82	+
69.16	70.41	+
-16.35	29.01	+
-99.0	6.21	-
-71.18	99.92	+
14.55	46.0	+
24.09	-95.75	-
19.1	-82.69	-
85.85	85.76	+
4.72	62.4	+
-52.2	-78.03	-
-88.09	-49.78	-
93.08	-22.12	+
17.72	-44.34	-
-11.99	25.8	+
82.07	7.98	+
1.7	59.08	+
51.81	-33.67	+
-21.09	-14.82	-
74.43	98.62	+
-71.4	-81.84	-
-63.95	-4.84	-
0.1	-13.99	-
-15.03	2.59	-
-34.95	56.63	+
-52.0	-94.55	-
-6.96	23.35	+
12.14	-55.4	-
2.09	-31.71	-
-76.52	-62.53	-
10.56	35.75	+
43.57	-36.47	-
78.4	58.03	+
-18.61	43.46	+
-93.37	62.02	+
-77.59	-58.69	-
-15.25	49.15	+
-53.77	-18.0	-
38.57	81.57	+
86.27	47.53	+
85.13	-34.98	+
84.66	12.09	+
-72.65	83.87	+
97.97	54.13	+
52.67	69.84	+
1.53	-59.87	-
-86.04	-27.42	-
-58.48	-62.46	-
-4.91	70.47	+
0.22	46.23	+
-95.44	1.8	-
-24.76	61.68	+
50.56	56.23	+
81.97	57.29	+
58.22	90.0	+
-80.06	62.08	+
84.95	-65.48	-
3.62	-89.44	-
-36.36	-10.38	-
57.36	77.95	+
-1.42	-5.72	-
-77.55	82.29	+
-83.87	64.74	+
4.72	-44.32	-
55.84	-8.16	+
-44.17	-48.69	-
30.7	-98.65	-
-68.19	-60.86	-
94.78	15.35	+
-48.09	44.31	+
-26.75	-95.38	-
90.46	35.48	+
4.63	8.14	+
27.37	39.72	+
23.36	-67.9	-
96.62	19.57	+
-9.92	-75.1	-
-9.04	58.48	+
50.65	59.78	+
52.24	-74.52	-
-42.18	-93.85	-
6.68	17.85	+
-73.88	73.76	+
71.55	23.95	+
93.25	40.6	+
48.52	29.9	+
-56.32	78.32	+
-27.13	51.0	+
-17.34	-98.55	-
-94.92	82.18	+
97.13	-81.9	-
11.85	98.03	+
-70.21	-62.92	-
-42.66	-62.29	-
-80.0	18.08	-
10.03	13.9	+
38.42	-81.31	-
93.57	-64.41	-
-45.56	74.48	+
-44.19	-35.57	-
-43.84	-36.89	-
88.8	68.0	+
7.13	79.58	+
54.12	27.27	+
-61.9	60.93	+
94.3	3.04	+
-79.05	92.86	+
96.93	-64.41	+
-87.33	94.99	+
59.51	47.02	+
-6.8	55.82	+
-4.69	-18.13	-
12.47	-21.51	-
-31.78	-60.12	-
98.61	-12.23	+
83.36	-66.76	-
21.75	35.03	+
96.27	-85.4	-
-94.46	-48.08	-
79.17	-59.06	-
-88.89	-47.94	-
-71.92	-36.46	-
39.35	-28.29	-
-29.64	-74.13	-
-51.5	-69.07	-
-58.33	-5.15	-
-41.58	-18.2	-
-54.07	25.01	-
-2.47	-75.84	-
-59.93	39.28	-
32.75	-53.78	-
-18.75	-27.4	-
8.71	-98.39	-
-31.1	-46.21	-
-38.83	-16.11	-
35.88	-65.22	-
-30.31	-58.21	-
-68.96	17.19	-
-67.22	-7.27	-
16.12	-21.47	-
-82.49	1.64	-
13.02	-34.01	-
27.64	-31.62	-
-66.05	-56.58	-
-12.87	0.16	-
-54.37	-44.46	-
-94.39	12.25	-
13.02	-98.37	-
55.52	-92.76	-
-45.48	-74.69	-
-49.96	-74.46	-
29.81	-61.62	-
98.62	-72.78	-
-90.3	-72.27	-
94.89	-94.31	-
-80.45	-44.71	-
-95.54	1.23	-
-34.23	5.81	-
8.39	-72.73	-
-23.9	-13.01	-
-58.37	-39.23	-
-53.48	-42.6	-
12.26	-96.71	-
-33.84	-99.76	-
8.16	-22.33	-
-10.06	-14.45	-
-10.12	-20.5	-
73.98	-95.07	-
-65.9	-72.81	-
-70.38	-66.25	-
77.63	-66.34	-
-51.41	-57.36	-
-86.32	-47.84	-
-65.33	13.98	-
37.55	-45.9	-
-35.91	-72.91	-
-54.49	12.0	-
65.15	-59.3	-
-94.53	-26.75	-
