95.45	-73.93	-
-66.3	-55.1	-
-28.12	35.61	+
-41.84	24.31	-
48.63	15.76	+
-18.9	26.58	+
38.66	-58.45	-
41.06	2.83	+
25.29	97.06	+
67.65	60.17	+
25.87	41.56	+
-28.42	32.02	+
19.05	-16.47	-
69.23	81.62	+
64.11	-2.51	+
57.73	-1.74	+
17.47	-23.36	-
-75.2	-97.82	-
-18.2	-56.25	-
-6.18	-96.49	-
52.09	-14.4	+
55.48	31.93	+
-81.51	-23.82	-
-42.53	9.59	-
-37.65	15.95	-
-66.75	-95.14	-
64.45	-24.56	+
94.41	18.68	+
-29.7	83.0	+
72.65	35.81	+
-20.36	49.64	+
-6.8	-74.61	-
-75.94	-38.9	-
-90.29	39.7	-
90.71	-91.88	-
22.26	-77.7	-
45.33	-6.42	+
-34.42	92.9	+
22.79	25.99	+
-0.56	7.38	+
-42.44	95.35	+
93.93	84.94	+
-15.98	60.37	+
71.05	49.05	+
-59.96	0.86	-
97.85	-73.2	-
-8.99	-53.46	-
-60.3	-54.42	-
58.47	6.47	+
27.04	12.79	+
31.94	-21.07	+
78.44	93.66	+
-79.76	55.36	+
76.25	-24.78	+
-67.29	22.93	-
-25.66	44.08	+
93.15	-96.22	-
78.93	56.81	+
-38.44	76.69	+
-72.79	-13.09	-
-75.7	99.24	+
49.75	-4.37	+
-93.21	55.17	-
65.92	-35.97	+
-52.66	-38.53	-
7.25	66.31	+
11.55	1.58	+
55.61	72.36	+
-87.83	47.35	-
79.94	75.27	+
97.77	-31.56	+
-40.24	24.8	-
83.09	-51.3	+
93.37	-85.62	-
8.42	43.18	+
68.54	14.46	+
87.53	-2.76	+
-84.19	21.44	-
-77.91	-62.34	-
-16.01	2.57	-
15.54	-90.96	-
-81.81	-12.51	-
8.97	-37.58	-
90.38	-82.77	-
28.1	31.54	+
9.12	91.95	+
10.0	83.45	+
-46.03	-23.58	-
74.46	89.58	+
69.33	57.24	+
-21.64	-36.2	-
44.23	-42.46	-
-91.18	-65.66	-
-67.05	-89.92	-
-35.27	4.31	-
